title,item_id,rate,content,sentiment
"Xiaomi Smart Band Mi Band 8 1.62  Caja De  Plástico  Negra, Malla  Negra De  Silicona Y Bisel  Negro De  Plástico",MLA1443765482,5,"Vengo de la mi band 6 y realmente noto una gran mejora! el sensor de luz, brillo, velocidad y mejor calidad de la pantalla, obviamente sin perder duración de la batería. Que más podés pedir???.",Positive
"Xiaomi Smart Band Mi Band 8 1.62  Caja De  Plástico  Negra, Malla  Negra De  Silicona Y Bisel  Negro De  Plástico",MLA1443765482,5,"Excelente reloj, muy fluido comparado al band 7.",Positive
"Xiaomi Smart Band Mi Band 8 1.62  Caja De  Plástico  Negra, Malla  Negra De  Silicona Y Bisel  Negro De  Plástico",MLA1443765482,5,Cumple con las respectivas.,Positive
"Xiaomi Smart Band Mi Band 8 1.62  Caja De  Plástico  Negra, Malla  Negra De  Silicona Y Bisel  Negro De  Plástico",MLA1443765482,5,Cada dia las hacen mejores y superan las versiones anteriores.,Positive
"Xiaomi Smart Band Mi Band 8 1.62  Caja De  Plástico  Negra, Malla  Negra De  Silicona Y Bisel  Negro De  Plástico",MLA1443765482,5,Como todos los productos xiaomi muy buenos todos tenemos y son un caño.,Positive
"Xiaomi Smart Band Mi Band 8 1.62  Caja De  Plástico  Negra, Malla  Negra De  Silicona Y Bisel  Negro De  Plástico",MLA1443765482,4,No puedo opinar mucho porque lo compre para regalar.,Positive
"Xiaomi Smart Band Mi Band 8 1.62  Caja De  Plástico  Negra, Malla  Negra De  Silicona Y Bisel  Negro De  Plástico",MLA1443765482,5,Perfecto cómodo y practico.,Positive
"Xiaomi Smart Band Mi Band 8 1.62  Caja De  Plástico  Negra, Malla  Negra De  Silicona Y Bisel  Negro De  Plástico",MLA1443765482,5,"Hace poco que lo compré, por ahora, más que satisfecho. Probando la precisión de las distintas funciones.",Positive
"Xiaomi Smart Band Mi Band 8 1.62  Caja De  Plástico  Negra, Malla  Negra De  Silicona Y Bisel  Negro De  Plástico",MLA1443765482,5,Excelente!!! me encanta!!.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Exelente 👍🏻😀.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,"Muy bueno! superó mis expectativas! lo necesitaba para el trabajo, whatsapp business, correo, leer pdf, etc la verdad es muy muy lindo, moderno, ágil lo volvería a comprar!! además viene con protector, auriculares, funda y cargador que más querés??!!! 100/100.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,"Es muy lindo, para una persona que solo lo usa para whatsapp y facebook, youtube, es perfecto y además la pantalla es grande casi como los celulares de primeras marcas. Ya hace una semana que se está usando y no hubo ningún inconveniente.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,"Excelente celular, solo lo uso para whatsapp y me funciona muy bien. Lo tengo lo más ágil posible así funciona bien. Super recomendable.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,"Considerando que cuesta la mitad que cualquier otro celular de entrada de gama de marcas reconocidas. Es muy buen celular.
Es ligero en el uso diario, en cuanto al procesamiento.
La cámara delantera es de muy baja calidad en comparación a otros celulares de la misma gama.
La cámara trasera es buena. Y el flash excelente.
La batería es chica, pero por su tamaño dura más de lo esperado. Y al ser extraíble, llegado el caso de agotamiento de la misma quizás se consiga otra de reemplazo.
La pantalla es excelente, buen brilló y colores.
Hasta el momento no presento fallas,ni comportamientos extraños.
Recomendable en base al precio.
Ideal para ser el celular que necesariamente uno tiene que tener, pero sabiendo que si lo pierde o se lo roban no se pierde tanto dinero.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,4,Buen producto.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,4,"Muy lindo esty muy conforme, muy completo y bien en los accesorios que trae, lo recomiendo.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Excelente producto era para mí hija y quedó re contenta.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy buena calidad 👌🏻 excelente gracias.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy lindo celular buena compra.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Recién llevo pocas horas de tener el producto pero me parece de buena calidad y excelente precio.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy bien de acuerdo con el precio bien muy bien.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,"Muy buen producto, lo estoy utilizando, con muy buenos resultados, cumplió con todas mis expectativas. Estoy muy conforme con la compra.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy bueno por el precio q esta exelente calidad.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy bueno por el precio y calidad.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Excelente 👌.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,4,"Muy fiable y sencillo la batería, dura no mucho.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,"Muy lindo teléfono, bastante bueno resultó. La verdad me sorprendió. !!.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Es nuevo x ahora todo perfecto.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy bueno.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Se lo compre para mí nieto y el está feliz con su celular.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy bueno.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Bueno pensé q era malo la verdad pero me sorprendió la concepción de internet bueno bueno lo recomie6.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,10 puntos.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy recomendable.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,4,Bueno.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,"Precio calidad excelente, para comunicarte sobra.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,4,"Las pretensiones de uso no son de las más exigentes. Mínimo uso de app livianas, entonces. Así funciona bárbaro. Ágil, no es problemático, me gusta. Obviamente, ¿para qué comprar uno de 6 cifras? es al ñudo.
Eso sí, no exijas alta calidad en la cámara. Bien y gracias.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Excelente.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Excelente producto.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Una nave.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Excelente.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,4,"Muy buen celular, para su precio excelente.
La batería no dura tanto. Pero lo demás genial.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,4,Funciona muy bien.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,No puedo creer que por ese precio te den semejante teléfono. Solo llamadas whatsapp e intagram tengo.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy bueno. El precio ni hablar. Bajísimo.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Excelente equipo. Lo recomiendo.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,4,"Relación precio/prestaciones está muy bien, es un poquito lento, la cámara no es lo mejor pero como teléfono común está de 10.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,4,Bien por el precio.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,4,Barato y bueno dentro de todo !.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy lindo exactamente lo que vemos hermoso un 10.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy bueno lo único q no m agarraba el chip pero busque unos pasos para q agarre la red después tdo genial por el momento.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,"Excelente, cumplió las expectativas.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,"Se lo compré a mi madre. Ella usa uno básico. Llamadas, e internet para saber que número salió a la quiniela, viejita timbera. La verdad ella contenta con el uso que le da. No me puedo quejar. Buen precio, buena calidad en relación al precio.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,"Es un producto marca kodak lo que es sinónimo de garantía. Lo único que no me ha gustado son los iconos que aparecen en la pantalla, son mu infantiles. Posiblemente sea el protector de pantalla. Tengo que averiguar.",Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Hermoso muy lindo la verdad muy conforme.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Me gusto es ideal para los chicos.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Es muy bueno por el valor y calidad.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,4,El precio accesible y buena calidad. Llega en tempo y forma.,Positive
Kodak Smartway L1 Pro Dual Sim 16 Gb Plateado 2 Gb Ram,MLA1699409670,5,Muy bueno para niños.,Positive
Xiaomi Redmi 10c Dual Sim 128gb 4gb Ram Gris Grafito,MLA1658638102,5,"Muy buen celular, anda bien y lo recomiendo totalmente.",Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,5,El producto refleja la trayectoria de calidad y experiencia de la marca kodak para lograr la excelencia en el rubro fotografía. Antaño fue líder a nivel mundial y hoy busca nuevamente ese pedestal que mereció siempre.,Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,5,"El producto por lo que se ve es muy bueno , baja rápido las app ,suena bien por ahora ningún inconveniente con el producto recomendado para las personas que,no pueden pagar uno de alta gama , lo compre para mí hermana y está chocha con el producto.",Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,4,"Por el precio es genial, el unico detalle es que los mp de la camara no permiten validar las fotos del dni en naranja x, para citar un ejemplo. Un poquito lento pero muy aceptable par lo que es el precio.",Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,5,Exelente.,Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,5,"Lo compre y muy buen producto, lo recomiendo, solamente vino con el blindado roto, pero bueno, es lo de menos!.",Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,4,El producto cumple con mis expectativas.,Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,5,"Me pareció un buen teléfono por el precio, tiene todas las funciones necesarias. La calidad buena y viene con auriculares cargador y protector de pantalla.",Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,4,Buen producto viene con manos libre funda y hasta el templado.,Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,5,Lo quería para usar con spotify y cubrió mis expectativas!!!!.,Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,5,Muy lindo.,Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,5,Mi producto me pareció genial trae l funda de silicona y el vidrio templado y auricular super completo y buen tamaño es pequeño te entra en el bolsillo creo q es lo mejor para un niño o adelante o persona mayor por su tamaño.,Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,5,"Muy buen producto según precio y calidad, lo que no me gustó es la tapa se saca muy fácil.",Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,5,"Hola, la verdad me gusto, el procesador es rápido, tiene muy buena cámara.
Viene con manos libres, el templado y funda. Esta muy bueno. Lo recomiendo.",Positive
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,1,No me anda al segundo día dejo de andar.,Negative
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,3,Por el precios sirve pero es algo económico mucho no pidas.,Negative
Smartphone Kodak Seren D55l 32gb 2gb Ram,MLA1699450436,3,Excelente por el precio!! pequeño pero demasiado bien para salir de apuro.,Negative
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,Muy buen celular pero la batería dura poco.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,Muy buen teléfono fácil de usar y muy económico para todo lo que brinda!!.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Necesitaba tener màs memoris y que fuese sansung!!!.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,"Se lo compramos para mamá y quedó muy contenta. Pantalla grande para los chicatos, facil de usar y buena memoria para que siga descargando todas las fotos de todos los grupos habidos y por haber. Modelo facil de conseguir funda que no es cosa menor.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Muy conforme con el producto.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,El celular muy bueno lo recomiendo hasta la hora no falló no tengo queja compren que van a comprar algo bueno.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,"Es un teléfono que tiene cualidades q permiten una buena comunicación, con velocidad. Camara q saca muy buenas fotos.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,En relación precio calidad excelente. Aunque cada vez más abaratan los costos y se nota mucho. En este producto por ejemplo le sacaron el detector de huellas. Algo indispensable hoy en día con lo común que es.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,"Es una adquisición muy reciente pero hasta ahora nada de que quejarme, funciona perfecto y espero que siga asi,buena calidad de fotos,es rápida en cuanto al táctil,buen producto,si hay algo negativo es que no puedo conectarlo con mi tv,o tiene la conexión y no lo encuentro. Fuera de eso,me gusta,no le doy 5 estrellas porque como dije lo tengo hace muy poco tiempo.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,"Muy bueno, realmente es lo que esperaba , buena memoria, buena cámara, muy buena velocidad.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,La cámara tiene un modo pro. No tengo mucha experiencia. Pero tiene una interfaz amigable.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Acorde al precio.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,"Deben sacar de la descripcion que posee huella dactilar. Solo trae reconocimiento facial, por lo demas, anda muy bien.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Hasta el momento de 10 el celu.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,"Por el precio está más que bien. Primer celu no heredado para mí hija. Para lo que lo usa, fotos, mensajes y redes está perfecto.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,"Excelente, superó mis espectativas.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,"Excelente teléfono muy recomendable, para los chicos o uso personal para joder y comunicarse es excelente y tiene memoria extraíble, muy buena cámara, sería fantástico si tendría más ram pero funciona a la perfección.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,"Fue un regalo para cada uno de mis hijos y les encanta,si ellos son felices yo más así que estoy satisfecho con mí compra.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Excelente.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Muy buen producto.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Muy conforme con el equipo.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,Es un buen celular.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Todo bien. Gracias.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Muy buen celular.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,"Buen producto, fue para un regalo, no tuve reclamos.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Le encanto a mi hijo por la duración de la batería la definición de la pantalla.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Excelente!!! en orden nada roto la caja en perfecto estado todo.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Excelente producto.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Muy bueno.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Muy buenos celulares buena memoria especial para mayores con problemas vista sus letras son grandes.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Muy bueno. Lo recomiendo.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Lo compré para uso normal de un adulto mayor y la verdad que es muy sencillo de usar y bastante veloz. Tiene buena calidad de fotos y la batería dura bastante. La verdad que por el precio creo que es una opción más que interesante.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,Es lindo.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,Mi producto me pareció muy bueno acorde a lo que se publica de él.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Paaaarece que anda bien.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,Excelente.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Muy bueno un año ya que lo tengo y ningún problema.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,Es tal cual lo oublican.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,Práctico facil de usar.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,Se lo regale a mi vieja. Para el uso que le da ella sobra.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,"Muy bueno !! pero muy frágil el vidrio un mínimo toque y se triza , tengo otros celus que recisten mucho más ! pero más allá de eso genial ! consejo ni bien lo saquen de la caja ya tienen que tener el templado y una buena funda.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Muy buen celular lo compre y es muy lindo y rápido.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Recomendable.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,El precio con la calidad van de la mano. Muy bueno el producto.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,"Hasta ahora, sin quejas.",Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,Es lindo cuando lo use un año te cuento gracias.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,En el poco tiempo que lo tengo me parece muy bueno. Teniendo en cuenta relación calidad y precio.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,4,Muy bueno.,Positive
Samsung Galaxy A04 128 Gb Negro 4 Gb Ram,MLA1330406312,5,El celular que compre era una compra para mí yerno no puedo opinar porque yo no lo uso. El me dijo que estaba todo bien.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,4,No tiene gps incorporado como dice la publicidad.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,"Maravilloso, super completo, lindo, funcional, cómodo. Cumplio con todas mis especttivas, estéticamente es hermoso, la batería dura dentro de lo normal para el uso que le doy. Calculo que si no usase tantas notificaciones duraria más, pero para mi está perfect! maravilloso que esté protegido contra salpicaduras , la iluminación es muy buena! en fin, compralo traqui por el precio es perfecto, más de lo esperado.",Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,"Lo compré para regalar a mi pareja, por ser un genérico nada que envidiar a las mejores marcas, el reloj es excelente! la calidad de las imágenes, el tamaño de la letra para recibir mensajes de whatsapp y otras aplicaciones, las funciones de sueño, presión, oxígeno en sangre funcionan muy bien. Cuenta con función para bajar el estrés con el control de la respiración. Me encantó. Tiene un montón funciones más, ah! y la malla de silicona, muy buena!!. Gracias me hicieron quedar muy bien con el regalo.",Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,"Es grande, no es para muñecas pequeñas. Muy buena pantalla, resiste lindo golpes, no se ha rayado nada por ahora. Lo compré por las opciones de salud, las pulsaciones son exactas, pero la presión arterial no es buena, siempre la máxima está mas alta y la mínima 10 mas alta. Igual comparo con un tensiómetro. Las opciones de ejercicio son muy buenas, te toma las pulsaciones y pasos al correr con mucha exactitud. El gps es muy exacto. Tiene una herramienta que te toma el tiempo dormido, es muy bueno de noche, pero no toma cuando haces una siesta por la tarde. En general es la mejor compra por lejos; es un excelente aparato. La batería depende de lo mucho que uses la opción de ejercicio pues te toma las pulsaciones constantemente y eso gasta mas. Tiene cronómetro, algunos comandos para hacer con el celular; la aplicación en el celu complementa con herramientas para ver toda la información y seguir tus métricas. Ió lo volvería a comprar y si viene una nueva versión, si pudiera tomar la presión con mayor precisión: sería un golazo. Pero de todas formas; es muy bueno aparato. Lo he lavado con agua, con alcohol y ningún problema. No lo he sumergido. Se carga en pocas horas, tienes que quitártelo. Es cómodo, la verdad superó mucho mis espectativas.",Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,"Liviano, buena calidad de imagen, buena calidad percibida en gral. No es el súper reloj, pero por el precio más que bien.",Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,Por ser la primera ves que compro por mercado libre me pareció muy bueno y buena calidad gracias 🙂.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,"Buena definición. Completo en funciones.
Lo único que podría bajar puntos es que no es sumergible, ip65 lo hace salpicable. Por ende no me animo a usarlo para bañarme siquiera. Tenía un sumergible y ahora tengo q acostumbrarme a sacarlo. Pero comparado con la pulsera que tenía anteriormente tiene más funciones, es más grande y con igual definición y sale la mitad de precio. Por lo que el detalle de lo sumergible es un detalle menor. Super recomendable!.
Buena duración de batería.
No tiene buen registro del sueño.
Por lo demás es excelente!.",Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,4,"Muy bueno, la batería no dura más de 2 días, recomendable.",Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,"Muy bueno el reloj, la imagen, las funciones.
Por ahi demora en conectarse.
Pero por el precio, y calidad le doy 10.",Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,Muy bueno!.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,Hola buenas tardes. Sobre el producto no tengo mucho que decir. Lo que si tengo mucho para decir es que yo esperaba el producto en mi domicilio y lo tube que ir a retirar en la casa central de correo argentino. Esto me trajo varios inconvenientes. Por eso siempre prefiero esperar unos dias mas y que me lo traigan a mi casa. Es lo unico que no me gusto y no me gusta. El correo ni se molesto en buscar mi domicilio. No fueron directamente. Ellos aducen que no encontraron la direccion que declare aca. Pero es mentira nunca vinieron y yo estube toda esa semana en mi casa.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,Todo o.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,"El reloj me pareció hermoso, lo que más me gustó es la personalización de la pantalla con mi foto. Un producto excelente, lo recomiendo totalmente!!.",Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,Buen producto. Cumple.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,Execelente. La batería dura mucho mas de lo que indica la descripción. Si fuera un reloj resistente al agua seria perfecto. Muy cómodo y práctico. Es un excelente compañero en todas las actividades lo recomiendo. Solo hay que tener en cuenta q no es resistente al agua.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,Muy buen producto.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,"Espectacular, el mejor regalo para mi hijo !!!gracias.",Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,Excelente. Y cumple rapido con el cliente 100% recomendable.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,"Me pareció un muy buen reloj,.
Conla calidad y precio muy conforme. Vamos a ver duración de batería, pero eso va a depender del uso que uno le de. Muy lindo, me gustó.",Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,Muy buen producto y precio.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,Producto ideal para tener y regalar. Precio calidad inigualable.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,Lo único malo es que todo viene en japonés en la caja y no se cual es la aplicación para vincular. Aparte medio chico que realmente no me di cuenta.,Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,"Muy bueno , se lo compre para mi hijo de 12 años , más que suficiente , lo usa todos los días sin problemas.",Positive
"Smartband Genérica Zl02d 1.28 , Malla  Negra",MLA1559167100,5,"Hermoso, por el precio que tiene es un 100. Le pongo 3 estrellas a la conectividad porq por ahí se desconecta y cuesta mucho volver a conectar. Pero después nada q envidiarle a otros smart.",Positive
